Iso3,Location Name,AMRO subregions,Year,Sex,Age group,Measure Name En,Metric Name En,Value,Value Low,Value Up
CHL,Chile,Southern Cone,2020,Female,0-27 days,Years Lived with Disability (YLDs),Rate,151.97,94.50,233.15
CHL,Chile,Southern Cone,2020,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,204.50,117.86,325.09
CHL,Chile,Southern Cone,2020,Female,1-4 years,Years Lived with Disability (YLDs),Rate,204.50,117.86,325.09
CHL,Chile,Southern Cone,2020,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,575.63,298.28,966.62
CHL,Chile,Southern Cone,2020,Female,1-9 years,Years Lived with Disability (YLDs),Rate,575.63,298.28,966.62
CHL,Chile,Southern Cone,2020,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,154.46,97.66,228.41
CHL,Chile,Southern Cone,2020,Female,1-11 months,Years Lived with Disability (YLDs),Rate,154.46,97.66,228.41
CHL,Chile,Southern Cone,2020,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,852.44,432.86,"1,445.10"
CHL,Chile,Southern Cone,2020,Female,5-9 years,Years Lived with Disability (YLDs),Rate,852.44,432.86,"1,445.10"
CHL,Chile,Southern Cone,2020,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"2,629.00","1,374.35","4,393.51"
CHL,Chile,Southern Cone,2020,Female,10-14 years,Years Lived with Disability (YLDs),Rate,"2,629.00","1,374.35","4,393.51"
CHL,Chile,Southern Cone,2020,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,986.14","2,176.62","6,420.31"
CHL,Chile,Southern Cone,2020,Female,10-24 years,Years Lived with Disability (YLDs),Rate,"3,982.13","2,172.61","6,416.31"
CHL,Chile,Southern Cone,2020,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"4,319.36","2,380.31","6,766.83"
CHL,Chile,Southern Cone,2020,Female,15-19 years,Years Lived with Disability (YLDs),Rate,"4,319.36","2,380.31","6,766.83"
CHL,Chile,Southern Cone,2020,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,586.42","2,531.48","7,316.81"
CHL,Chile,Southern Cone,2020,Female,15-24 years,Years Lived with Disability (YLDs),Rate,"4,580.64","2,525.70","7,311.02"
CHL,Chile,Southern Cone,2020,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,814.74","2,660.72","7,786.99"
CHL,Chile,Southern Cone,2020,Female,20-24 years,Years Lived with Disability (YLDs),Rate,"4,804.01","2,650.00","7,776.27"
CHL,Chile,Southern Cone,2020,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"4,565.51","2,592.29","7,277.76"
CHL,Chile,Southern Cone,2020,Female,25-29 years,Years Lived with Disability (YLDs),Rate,"4,557.01","2,583.79","7,269.27"
CHL,Chile,Southern Cone,2020,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,226.76","2,415.43","6,627.09"
CHL,Chile,Southern Cone,2020,Female,25-49 years,Years Lived with Disability (YLDs),Rate,"4,221.88","2,410.54","6,622.21"
CHL,Chile,Southern Cone,2020,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"4,303.95","2,460.87","6,819.00"
CHL,Chile,Southern Cone,2020,Female,30-34 years,Years Lived with Disability (YLDs),Rate,"4,296.08","2,453.00","6,811.13"
CHL,Chile,Southern Cone,2020,Female,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"4,237.73","2,436.23","6,555.02"
CHL,Chile,Southern Cone,2020,Female,35-39 years,Years Lived with Disability (YLDs),Rate,"4,237.73","2,436.23","6,555.02"
CHL,Chile,Southern Cone,2020,Female,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"4,099.28","2,340.95","6,372.42"
CHL,Chile,Southern Cone,2020,Female,40-44 years,Years Lived with Disability (YLDs),Rate,"4,099.28","2,340.95","6,372.42"
CHL,Chile,Southern Cone,2020,Female,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"3,835.62","2,196.61","5,935.65"
CHL,Chile,Southern Cone,2020,Female,45-49 years,Years Lived with Disability (YLDs),Rate,"3,828.36","2,189.35","5,928.39"
CHL,Chile,Southern Cone,2020,Female,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"3,499.29","2,028.20","5,397.60"
CHL,Chile,Southern Cone,2020,Female,50-54 years,Years Lived with Disability (YLDs),Rate,"3,499.29","2,028.20","5,397.60"
CHL,Chile,Southern Cone,2020,Female,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,207.04","1,862.74","4,994.71"
CHL,Chile,Southern Cone,2020,Female,50-64 years,Years Lived with Disability (YLDs),Rate,"3,192.92","1,848.63","4,980.59"
CHL,Chile,Southern Cone,2020,Female,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"3,199.83","1,870.70","4,917.35"
CHL,Chile,Southern Cone,2020,Female,55-59 years,Years Lived with Disability (YLDs),Rate,"3,174.51","1,845.39","4,892.03"
CHL,Chile,Southern Cone,2020,Female,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,856.87","1,650.82","4,588.53"
CHL,Chile,Southern Cone,2020,Female,60-64 years,Years Lived with Disability (YLDs),Rate,"2,838.17","1,632.11","4,569.83"
CHL,Chile,Southern Cone,2020,Female,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"2,557.49","1,479.16","4,071.11"
CHL,Chile,Southern Cone,2020,Female,65-69 years,Years Lived with Disability (YLDs),Rate,"2,544.83","1,466.49","4,058.44"
CHL,Chile,Southern Cone,2020,Female,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,441.69","1,423.05","3,856.30"
CHL,Chile,Southern Cone,2020,Female,65-74 years,Years Lived with Disability (YLDs),Rate,"2,422.63","1,403.98","3,837.23"
CHL,Chile,Southern Cone,2020,Female,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,291.54","1,350.29","3,577.78"
CHL,Chile,Southern Cone,2020,Female,70-74 years,Years Lived with Disability (YLDs),Rate,"2,264.18","1,322.93","3,550.41"
CHL,Chile,Southern Cone,2020,Female,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"2,021.04","1,192.44","3,271.63"
CHL,Chile,Southern Cone,2020,Female,75-79 years,Years Lived with Disability (YLDs),Rate,"1,997.85","1,169.25","3,248.44"
CHL,Chile,Southern Cone,2020,Female,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,835.38","1,070.96","2,948.31"
CHL,Chile,Southern Cone,2020,Female,75+ years,Years Lived with Disability (YLDs),Rate,"1,826.36","1,061.94","2,939.29"
CHL,Chile,Southern Cone,2020,Female,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,798.00","1,047.56","2,875.20"
CHL,Chile,Southern Cone,2020,Female,80-84 years,Years Lived with Disability (YLDs),Rate,"1,798.00","1,047.56","2,875.20"
CHL,Chile,Southern Cone,2020,Female,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,648.20",947.60,"2,629.22"
CHL,Chile,Southern Cone,2020,Female,85+ years,Years Lived with Disability (YLDs),Rate,"1,648.20",947.60,"2,629.22"
CHL,Chile,Southern Cone,2020,Female,<1 year,Disability-Adjusted Life Years (DALYs),Rate,154.25,97.40,228.82
CHL,Chile,Southern Cone,2020,Female,<1 year,Years Lived with Disability (YLDs),Rate,154.25,97.40,228.82
CHL,Chile,Southern Cone,2020,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"3,196.04","1,802.33","5,061.78"
CHL,Chile,Southern Cone,2020,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,"3,190.27","1,796.56","5,056.01"
CHL,Chile,Southern Cone,2020,Female,All ages,Disability-Adjusted Life Years (DALYs),Rate,"3,280.40","1,860.05","5,184.42"
CHL,Chile,Southern Cone,2020,Female,All ages,Years Lived with Disability (YLDs),Rate,"3,273.30","1,852.95","5,177.32"
CHL,Chile,Southern Cone,2021,Male,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,351.52,221.95,529.83
CHL,Chile,Southern Cone,2021,Male,0-4 years,Years Lived with Disability (YLDs),Rate,351.52,221.95,529.83
CHL,Chile,Southern Cone,2021,Male,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,037.94",559.76,"1,719.90"
CHL,Chile,Southern Cone,2021,Male,0-14 years,Years Lived with Disability (YLDs),Rate,"1,037.94",559.76,"1,719.90"
CHL,Chile,Southern Cone,2021,Male,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,416.75",775.13,"2,313.10"
CHL,Chile,Southern Cone,2021,Male,0-19 years,Years Lived with Disability (YLDs),Rate,"1,416.75",775.13,"2,313.10"
CHL,Chile,Southern Cone,2021,Male,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"1,695.76",933.17,"2,764.12"
CHL,Chile,Southern Cone,2021,Male,0-24 years,Years Lived with Disability (YLDs),Rate,"1,695.76",933.17,"2,764.12"
CHL,Chile,Southern Cone,2021,Male,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,328.88,211.14,477.96
CHL,Chile,Southern Cone,2021,Male,0-27 days,Years Lived with Disability (YLDs),Rate,328.88,211.14,477.96
CHL,Chile,Southern Cone,2021,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,356.20,223.44,539.84
CHL,Chile,Southern Cone,2021,Male,1-4 years,Years Lived with Disability (YLDs),Rate,356.20,223.44,539.84
CHL,Chile,Southern Cone,2021,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,641.62,359.04,"1,049.64"
CHL,Chile,Southern Cone,2021,Male,1-9 years,Years Lived with Disability (YLDs),Rate,641.62,359.04,"1,049.64"
CHL,Chile,Southern Cone,2021,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,329.41,215.23,482.84
CHL,Chile,Southern Cone,2021,Male,1-11 months,Years Lived with Disability (YLDs),Rate,329.41,215.23,482.84
CHL,Chile,Southern Cone,2021,Male,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,846.39,456.33,"1,415.40"
CHL,Chile,Southern Cone,2021,Male,5-9 years,Years Lived with Disability (YLDs),Rate,846.39,456.33,"1,415.40"
CHL,Chile,Southern Cone,2021,Male,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,830.36",958.96,"3,065.99"
CHL,Chile,Southern Cone,2021,Male,10-14 years,Years Lived with Disability (YLDs),Rate,"1,830.36",958.96,"3,065.99"
CHL,Chile,Southern Cone,2021,Male,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,336.65","1,280.98","3,809.33"
CHL,Chile,Southern Cone,2021,Male,10-24 years,Years Lived with Disability (YLDs),Rate,"2,336.65","1,280.98","3,809.33"
CHL,Chile,Southern Cone,2021,Male,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,503.42","1,392.93","4,014.77"
CHL,Chile,Southern Cone,2021,Male,15-19 years,Years Lived with Disability (YLDs),Rate,"2,503.42","1,392.93","4,014.77"
CHL,Chile,Southern Cone,2021,Male,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,570.43","1,429.68","4,152.57"
CHL,Chile,Southern Cone,2021,Male,15-24 years,Years Lived with Disability (YLDs),Rate,"2,570.43","1,429.68","4,152.57"
CHL,Chile,Southern Cone,2021,Male,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,628.32","1,461.43","4,271.63"
CHL,Chile,Southern Cone,2021,Male,20-24 years,Years Lived with Disability (YLDs),Rate,"2,628.32","1,461.43","4,271.63"
CHL,Chile,Southern Cone,2021,Male,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"2,576.27","1,475.92","4,123.56"
CHL,Chile,Southern Cone,2021,Male,25-29 years,Years Lived with Disability (YLDs),Rate,"2,576.27","1,475.92","4,123.56"
CHL,Chile,Southern Cone,2021,Male,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,469.27","1,425.07","3,849.02"
CHL,Chile,Southern Cone,2021,Male,25-49 years,Years Lived with Disability (YLDs),Rate,"2,464.89","1,420.68","3,844.64"
CHL,Chile,Southern Cone,2021,Male,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"2,532.04","1,438.25","3,933.34"
CHL,Chile,Southern Cone,2021,Male,30-34 years,Years Lived with Disability (YLDs),Rate,"2,517.61","1,423.82","3,918.91"
CHL,Chile,Southern Cone,2021,Male,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"2,487.88","1,454.06","3,797.75"
CHL,Chile,Southern Cone,2021,Male,35-39 years,Years Lived with Disability (YLDs),Rate,"2,487.88","1,454.06","3,797.75"
CHL,Chile,Southern Cone,2021,Male,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"2,414.73","1,381.79","3,775.27"
CHL,Chile,Southern Cone,2021,Male,40-44 years,Years Lived with Disability (YLDs),Rate,"2,414.73","1,381.79","3,775.27"
CHL,Chile,Southern Cone,2021,Male,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,293.93","1,357.94","3,537.62"
CHL,Chile,Southern Cone,2021,Male,45-49 years,Years Lived with Disability (YLDs),Rate,"2,287.07","1,351.08","3,530.76"
CHL,Chile,Southern Cone,2021,Male,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"2,149.95","1,283.71","3,314.58"
CHL,Chile,Southern Cone,2021,Male,50-54 years,Years Lived with Disability (YLDs),Rate,"2,130.09","1,263.84","3,294.72"
CHL,Chile,Southern Cone,2021,Male,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,001.20","1,195.49","3,106.48"
CHL,Chile,Southern Cone,2021,Male,50-64 years,Years Lived with Disability (YLDs),Rate,"1,981.30","1,175.59","3,086.58"
CHL,Chile,Southern Cone,2021,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"1,977.65","1,181.92","3,079.90"
CHL,Chile,Southern Cone,2021,Male,55-59 years,Years Lived with Disability (YLDs),Rate,"1,971.07","1,175.35","3,073.32"
CHL,Chile,Southern Cone,2021,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"1,840.73","1,099.86","2,874.66"
CHL,Chile,Southern Cone,2021,Male,60-64 years,Years Lived with Disability (YLDs),Rate,"1,805.46","1,064.59","2,839.39"
CHL,Chile,Southern Cone,2021,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"1,683.25","1,001.22","2,629.81"
CHL,Chile,Southern Cone,2021,Male,65-69 years,Years Lived with Disability (YLDs),Rate,"1,655.86",973.83,"2,602.42"
CHL,Chile,Southern Cone,2021,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,618.15",966.85,"2,518.87"
CHL,Chile,Southern Cone,2021,Male,65-74 years,Years Lived with Disability (YLDs),Rate,"1,592.37",941.08,"2,493.09"
CHL,Chile,Southern Cone,2021,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,531.83",921.29,"2,371.79"
CHL,Chile,Southern Cone,2021,Male,70-74 years,Years Lived with Disability (YLDs),Rate,"1,508.20",897.66,"2,348.15"
CHL,Chile,Southern Cone,2021,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,406.96",839.40,"2,163.58"
CHL,Chile,Southern Cone,2021,Male,75-79 years,Years Lived with Disability (YLDs),Rate,"1,371.00",803.44,"2,127.62"
CHL,Chile,Southern Cone,2021,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,283.31",755.71,"1,993.92"
CHL,Chile,Southern Cone,2021,Male,75+ years,Years Lived with Disability (YLDs),Rate,"1,259.58",731.98,"1,970.20"
CHL,Chile,Southern Cone,2021,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,250.98",727.36,"1,960.89"
CHL,Chile,Southern Cone,2021,Male,80-84 years,Years Lived with Disability (YLDs),Rate,"1,239.20",715.58,"1,949.11"
CHL,Chile,Southern Cone,2021,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,110.30",645.62,"1,744.30"
CHL,Chile,Southern Cone,2021,Male,85+ years,Years Lived with Disability (YLDs),Rate,"1,094.22",629.53,"1,728.21"
CHL,Chile,Southern Cone,2021,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,329.35,214.88,482.42
CHL,Chile,Southern Cone,2021,Male,<1 year,Years Lived with Disability (YLDs),Rate,329.35,214.88,482.42
CHL,Chile,Southern Cone,2021,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"1,959.47","1,120.15","3,101.17"
CHL,Chile,Southern Cone,2021,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,"1,953.19","1,113.87","3,094.89"
CHL,Chile,Southern Cone,2021,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,"2,020.69","1,161.54","3,186.26"
CHL,Chile,Southern Cone,2021,Male,All ages,Years Lived with Disability (YLDs),Rate,"2,012.59","1,153.45","3,178.17"
CHL,Chile,Southern Cone,2021,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,193.23,111.40,304.40
CHL,Chile,Southern Cone,2021,Female,0-4 years,Years Lived with Disability (YLDs),Rate,193.23,111.40,304.40
CHL,Chile,Southern Cone,2021,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,238.31",640.61,"2,067.60"
CHL,Chile,Southern Cone,2021,Female,0-14 years,Years Lived with Disability (YLDs),Rate,"1,238.31",640.61,"2,067.60"
CHL,Chile,Southern Cone,2021,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,001.92","1,069.44","3,245.47"
CHL,Chile,Southern Cone,2021,Female,0-19 years,Years Lived with Disability (YLDs),Rate,"2,001.92","1,069.44","3,245.47"
CHL,Chile,Southern Cone,2021,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,622.19","1,403.83","4,258.44"
CHL,Chile,Southern Cone,2021,Female,0-24 years,Years Lived with Disability (YLDs),Rate,"2,622.19","1,403.83","4,258.44"
CHL,Chile,Southern Cone,2021,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,151.87,93.86,233.95
CHL,Chile,Southern Cone,2021,Female,0-27 days,Years Lived with Disability (YLDs),Rate,151.87,93.86,233.95
CHL,Chile,Southern Cone,2021,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,201.43,114.11,318.32
CHL,Chile,Southern Cone,2021,Female,1-4 years,Years Lived with Disability (YLDs),Rate,201.43,114.11,318.32
CHL,Chile,Southern Cone,2021,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,569.82,294.01,949.16
CHL,Chile,Southern Cone,2021,Female,1-9 years,Years Lived with Disability (YLDs),Rate,569.82,294.01,949.16
CHL,Chile,Southern Cone,2021,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,154.48,98.89,238.61
CHL,Chile,Southern Cone,2021,Female,1-11 months,Years Lived with Disability (YLDs),Rate,154.48,98.89,238.61
CHL,Chile,Southern Cone,2021,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,834.31,423.17,"1,402.07"
CHL,Chile,Southern Cone,2021,Female,5-9 years,Years Lived with Disability (YLDs),Rate,834.31,423.17,"1,402.07"
CHL,Chile,Southern Cone,2021,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"2,560.97","1,323.34","4,282.87"
CHL,Chile,Southern Cone,2021,Female,10-14 years,Years Lived with Disability (YLDs),Rate,"2,560.97","1,323.34","4,282.87"
CHL,Chile,Southern Cone,2021,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,857.11","2,070.22","6,251.58"
CHL,Chile,Southern Cone,2021,Female,10-24 years,Years Lived with Disability (YLDs),Rate,"3,857.11","2,070.22","6,251.58"
CHL,Chile,Southern Cone,2021,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"4,190.52","2,298.53","6,621.44"
CHL,Chile,Southern Cone,2021,Female,15-19 years,Years Lived with Disability (YLDs),Rate,"4,190.52","2,298.53","6,621.44"
CHL,Chile,Southern Cone,2021,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,451.05","2,412.47","7,153.73"
CHL,Chile,Southern Cone,2021,Female,15-24 years,Years Lived with Disability (YLDs),Rate,"4,451.05","2,412.47","7,153.73"
CHL,Chile,Southern Cone,2021,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,673.96","2,509.96","7,609.15"
CHL,Chile,Southern Cone,2021,Female,20-24 years,Years Lived with Disability (YLDs),Rate,"4,673.96","2,509.96","7,609.15"
CHL,Chile,Southern Cone,2021,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"4,462.14","2,521.26","7,146.76"
CHL,Chile,Southern Cone,2021,Female,25-29 years,Years Lived with Disability (YLDs),Rate,"4,454.21","2,513.34","7,138.84"
CHL,Chile,Southern Cone,2021,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,164.94","2,363.12","6,512.91"
CHL,Chile,Southern Cone,2021,Female,25-49 years,Years Lived with Disability (YLDs),Rate,"4,150.06","2,348.24","6,498.03"
CHL,Chile,Southern Cone,2021,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"4,240.57","2,404.10","6,694.22"
CHL,Chile,Southern Cone,2021,Female,30-34 years,Years Lived with Disability (YLDs),Rate,"4,224.92","2,388.45","6,678.58"
CHL,Chile,Southern Cone,2021,Female,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"4,187.22","2,380.01","6,385.85"
CHL,Chile,Southern Cone,2021,Female,35-39 years,Years Lived with Disability (YLDs),Rate,"4,170.73","2,363.52","6,369.36"
CHL,Chile,Southern Cone,2021,Female,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"4,050.45","2,308.19","6,273.53"
CHL,Chile,Southern Cone,2021,Female,40-44 years,Years Lived with Disability (YLDs),Rate,"4,034.87","2,292.61","6,257.95"
CHL,Chile,Southern Cone,2021,Female,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"3,803.96","2,158.28","5,908.48"
CHL,Chile,Southern Cone,2021,Female,45-49 years,Years Lived with Disability (YLDs),Rate,"3,784.07","2,138.38","5,888.59"
CHL,Chile,Southern Cone,2021,Female,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"3,468.50","2,023.77","5,303.34"
CHL,Chile,Southern Cone,2021,Female,50-54 years,Years Lived with Disability (YLDs),Rate,"3,456.19","2,011.46","5,291.03"
CHL,Chile,Southern Cone,2021,Female,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,181.73","1,848.51","4,978.89"
CHL,Chile,Southern Cone,2021,Female,50-64 years,Years Lived with Disability (YLDs),Rate,"3,161.50","1,828.28","4,958.66"
CHL,Chile,Southern Cone,2021,Female,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"3,188.97","1,875.15","4,995.38"
CHL,Chile,Southern Cone,2021,Female,55-59 years,Years Lived with Disability (YLDs),Rate,"3,151.70","1,837.87","4,958.10"
CHL,Chile,Southern Cone,2021,Female,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,827.23","1,606.83","4,568.45"
CHL,Chile,Southern Cone,2021,Female,60-64 years,Years Lived with Disability (YLDs),Rate,"2,816.63","1,596.23","4,557.85"
CHL,Chile,Southern Cone,2021,Female,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"2,570.67","1,516.33","4,060.05"
CHL,Chile,Southern Cone,2021,Female,65-69 years,Years Lived with Disability (YLDs),Rate,"2,519.65","1,465.30","4,009.02"
CHL,Chile,Southern Cone,2021,Female,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,442.04","1,428.11","3,864.37"
CHL,Chile,Southern Cone,2021,Female,65-74 years,Years Lived with Disability (YLDs),Rate,"2,401.53","1,387.59","3,823.85"
CHL,Chile,Southern Cone,2021,Female,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,278.40","1,315.89","3,615.45"
CHL,Chile,Southern Cone,2021,Female,70-74 years,Years Lived with Disability (YLDs),Rate,"2,251.27","1,288.75","3,588.31"
CHL,Chile,Southern Cone,2021,Female,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"2,009.61","1,165.91","3,192.81"
CHL,Chile,Southern Cone,2021,Female,75-79 years,Years Lived with Disability (YLDs),Rate,"1,988.33","1,144.63","3,171.53"
CHL,Chile,Southern Cone,2021,Female,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,847.33","1,068.37","2,923.21"
CHL,Chile,Southern Cone,2021,Female,75+ years,Years Lived with Disability (YLDs),Rate,"1,826.90","1,047.95","2,902.79"
CHL,Chile,Southern Cone,2021,Female,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,822.43","1,055.15","2,881.46"
CHL,Chile,Southern Cone,2021,Female,80-84 years,Years Lived with Disability (YLDs),Rate,"1,797.76","1,030.48","2,856.78"
CHL,Chile,Southern Cone,2021,Female,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,671.16",960.98,"2,630.88"
CHL,Chile,Southern Cone,2021,Female,85+ years,Years Lived with Disability (YLDs),Rate,"1,655.42",945.25,"2,615.15"
CHL,Chile,Southern Cone,2021,Female,<1 year,Disability-Adjusted Life Years (DALYs),Rate,154.25,98.47,238.21
CHL,Chile,Southern Cone,2021,Female,<1 year,Years Lived with Disability (YLDs),Rate,154.25,98.47,238.21
CHL,Chile,Southern Cone,2021,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"3,141.24","1,757.53","4,978.31"
CHL,Chile,Southern Cone,2021,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,"3,130.51","1,746.79","4,967.58"
CHL,Chile,Southern Cone,2021,Female,All ages,Disability-Adjusted Life Years (DALYs),Rate,"3,233.35","1,820.82","5,111.47"
CHL,Chile,Southern Cone,2021,Female,All ages,Years Lived with Disability (YLDs),Rate,"3,219.75","1,807.22","5,097.88"
PRY,Paraguay,Southern Cone,2020,Male,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,212.32,127.51,326.58
PRY,Paraguay,Southern Cone,2020,Male,0-4 years,Years Lived with Disability (YLDs),Rate,212.32,127.51,326.58
PRY,Paraguay,Southern Cone,2020,Male,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,775.13,409.26,"1,290.28"
PRY,Paraguay,Southern Cone,2020,Male,0-14 years,Years Lived with Disability (YLDs),Rate,775.13,409.26,"1,290.28"
PRY,Paraguay,Southern Cone,2020,Male,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,075.33",571.95,"1,790.64"
PRY,Paraguay,Southern Cone,2020,Male,0-19 years,Years Lived with Disability (YLDs),Rate,"1,075.33",571.95,"1,790.64"
PRY,Paraguay,Southern Cone,2020,Male,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"1,304.61",699.04,"2,174.53"
PRY,Paraguay,Southern Cone,2020,Male,0-24 years,Years Lived with Disability (YLDs),Rate,"1,304.61",699.04,"2,174.53"
PRY,Paraguay,Southern Cone,2020,Male,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,187.24,120.98,286.70
PRY,Paraguay,Southern Cone,2020,Male,0-27 days,Years Lived with Disability (YLDs),Rate,187.24,120.98,286.70
PRY,Paraguay,Southern Cone,2020,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,217.64,129.14,336.94
PRY,Paraguay,Southern Cone,2020,Male,1-4 years,Years Lived with Disability (YLDs),Rate,217.64,129.14,336.94
PRY,Paraguay,Southern Cone,2020,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,459.63,249.29,762.33
PRY,Paraguay,Southern Cone,2020,Male,1-9 years,Years Lived with Disability (YLDs),Rate,459.63,249.29,762.33
PRY,Paraguay,Southern Cone,2020,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,191.50,121.03,285.18
